Roll_No,Name,Result
1940,Aditya Sharma,43.0
1941,Kavita Sharma,61.0
1942,Prince Sharma,57.0
1943,Kunal Gupta,87.0
1944,Harsh Yadav,64.0
1945,Vivek Gupta,72.0
1946,Lalit Gupta,44.0
1947,Prince Gupta,89.0
1948,Kavita Verma,54.0
1949,Raj Singh,74.0
1950,Ritika Verma,83.0
1951,Harsh Verma,65.0
1952,Prince Verma,57.0
1953,Simran Sharma,92.0
1954,Sartak Yadav,
1955,Krishna Verma,58.0
1956,Raj Verma,49.0
1957,Priya Yadav,94.0
1958,Meena Yadav,65.0
1959,Anjali Sharma,84.0
1960,Sahil Gupta,80.0
1961,Harsh Verma,81.0
1962,Meena Sharma,84.0
1963,Lalit Verma,61.0
1964,Vivek Sharma,56.0
1965,Priya Gupta,49.0
1966,Aditya Gupta,67.0
1967,Simran Singh,98.0
1968,Harsh Gupta,60.0
1969,Aditya Patel,89.0
1970,Rohit Verma,51.0
1971,Meena Singh,91.0
1972,Rohit Patel,41.0
1973,Aditya Gupta,55.0
1974,Lalit Gupta,91.0
1975,Sahil Sharma,99.0
1976,Meena Verma,99.0
1977,Harsh Patel,80.0
1978,Meena Verma,82.0
1979,Lalit Patel,45.0
1980,Sneha Patel,40.0
1981,Aditya Yadav,61.0
1982,Prince Patel,64.0
1983,Shichan Yadav,60.0
1984,Sneha Singh,81.0
1985,Raj Singh,53.0
1986,Vivek Sharma,72.0
1987,Aman Gupta,69.0
1988,Sneha Patel,44.0
1989,Harsh Yadav,81.0
1990,Sneha Singh,55.0
1991,Aman Sharma,93.0
1992,Kunal Sharma,90.0
1993,Krishna Sharma,75.0
1994,Karan Singh,81.0
1995,Sahil Sharma,61.0
1996,Meena Gupta,86.0
1997,Sahil Gupta,45.0
1998,Aman Gupta,71.0
1999,Kunal Singh,45.0
2000,Vivek Verma,94.0
2001,Shichan Gupta,
2002,Nobita Verma,47.0
2003,Raj Verma,76.0
2004,Aditya Gupta,87.0
2005,Sneha Patel,90.0
2006,Sneha Verma,52.0
2007,Aman Patel,51.0
2008,Akash Sharma,77.0
2009,Ritika Gupta,82.0
2010,Aditya Yadav,82.0
2011,Nobita Patel,74.0
2012,Karan Patel,76.0
2013,Ankit Yadav,50.0
2014,Anjali Yadav,76.0
2015,Shichan Yadav,86.0
2016,Shichan Patel,79.0
2017,Lalit Yadav,52.0
2018,Kavita Singh,54.0
2019,Anjali Gupta,57.0
2020,Shichan Verma,49.0
2021,Ankit Sharma,53.0
2022,Priya Sharma,67.0
2023,Sartak Patel,52.0
2024,Rohit Verma,46.0
2025,Vivek Verma,70.0
2026,Rohit Sharma,59.0
2027,Vivek Patel,95.0
2028,Kavita Gupta,41.0
2029,Sneha Verma,40.0
2030,Meena Sharma,68.0
2031,Nobita Yadav,65.0
2032,Sartak Verma,52.0
2033,Ankit Patel,64.0
2034,Priya Gupta,64.0
2035,Harsh Sharma,54.0
2036,Ritika Singh,51.0
2037,Ankit Verma,96.0
2038,Sahil Yadav,100.0
2039,Kavita Gupta,44.0
2040,Kavita Yadav,48.0
2041,Sahil Singh,55.0
2042,Priya Singh,54.0
2043,Lalit Patel,46.0
2044,Aditya Singh,73.0
2045,Nobita Verma,70.0
2046,Lalit Verma,51.0
2047,Akash Sharma,65.0
2048,Priya Singh,
2049,Shichan Singh,98.0
2050,Nobita Verma,59.0
2051,Ankit Gupta,72.0
2052,Meena Patel,41.0
2053,Sartak Patel,83.0
2054,Nobita Yadav,45.0
2055,Akash Sharma,77.0
2056,Krishna Verma,84.0
2057,Meena Patel,81.0
2058,Kavita Patel,89.0
2059,Akash Sharma,96.0
2060,Lalit Sharma,75.0
2061,Prince Patel,50.0
2062,Krishna Patel,97.0
2063,Krishna Gupta,57.0
2064,Karan Sharma,54.0
2065,Sartak Gupta,53.0
2066,Lalit Yadav,67.0
2067,Simran Patel,79.0
2068,Prince Verma,82.0
2069,Aditya Singh,45.0
2070,Rahul Verma,44.0
2071,Simran Gupta,52.0
2072,Krishna Yadav,43.0
2073,Raj Singh,80.0
2074,Lalit Verma,51.0
2075,Ritika Yadav,61.0
2076,Rahul Sharma,95.0
2077,Kunal Gupta,71.0
2078,Karan Verma,98.0
2079,Harsh Patel,49.0
2080,Raj Verma,
2081,Lalit Verma,47.0
2082,Harsh Verma,69.0
2083,Prince Verma,79.0
2084,Priya Verma,
2085,Sneha Verma,
2086,Ritika Yadav,92.0
2087,Kavita Sharma,44.0
2088,Lalit Singh,54.0
2089,Vivek Sharma,52.0
2090,Harsh Yadav,48.0
2091,Sartak Singh,92.0
2092,Aman Singh,61.0
2093,Kavita Patel,77.0
2094,Nobita Sharma,
2095,Krishna Patel,48.0
2096,Meena Sharma,85.0
2097,Aditya Singh,53.0
2098,Anjali Sharma,46.0
2099,Akash Sharma,42.0
2100,Ankit Yadav,62.0
2101,Sneha Sharma,74.0
2102,Shichan Patel,84.0
2103,Aditya Gupta,
2104,Harsh Patel,50.0
2105,Raj Singh,99.0
2106,Shichan Patel,96.0
2107,Lalit Gupta,79.0
2108,Krishna Patel,60.0
2109,Raj Verma,40.0
2110,Rahul Yadav,64.0
2111,Aman Yadav,100.0
2112,Simran Verma,75.0
2113,Sahil Verma,55.0
2114,Prince Verma,99.0
2115,Priya Gupta,45.0
2116,Kavita Gupta,80.0
2117,Raj Singh,63.0
2118,Kavita Patel,59.0
2119,Priya Yadav,85.0
2120,Harsh Gupta,91.0
2121,Kunal Sharma,68.0
2122,Sartak Patel,70.0
2123,Sahil Yadav,86.0
2124,Shichan Singh,73.0
2125,Vivek Singh,46.0
2126,Priya Patel,96.0
2127,Shichan Gupta,68.0
2128,Ritika Gupta,
2129,Krishna Patel,41.0
2130,Raj Gupta,51.0
2131,Sahil Gupta,95.0
2132,Prince Patel,40.0
2133,Anjali Sharma,49.0
2134,Priya Patel,67.0
2135,Ankit Singh,88.0
2136,Prince Patel,48.0
2137,Krishna Yadav,45.0
2138,Simran Verma,56.0
2139,Shichan Patel,83.0
2140,Kavita Verma,56.0
2141,Prince Gupta,89.0
2142,Kunal Verma,73.0
2143,Akash Sharma,66.0
2144,Vivek Patel,67.0
2145,Karan Sharma,42.0
2146,Priya Sharma,95.0
2147,Raj Verma,
2148,Raj Patel,63.0
2149,Ritika Patel,86.0
2150,Priya Verma,54.0
2151,Anjali Verma,94.0
2152,Raj Gupta,43.0
2153,Aman Verma,51.0
2154,Karan Patel,69.0
2155,Ritika Yadav,90.0
2156,Kunal Singh,58.0
2157,Kavita Patel,50.0
2158,Raj Verma,73.0
2159,Nobita Sharma,86.0
2160,Lalit Verma,95.0
2161,Ankit Sharma,
2162,Anjali Singh,
2163,Ritika Gupta,66.0
2164,Sneha Gupta,63.0
2165,Priya Yadav,40.0
2166,Sahil Patel,97.0
2167,Prince Patel,100.0
2168,Priya Sharma,74.0
2169,Lalit Gupta,86.0
2170,Rahul Yadav,91.0
2171,Ankit Gupta,94.0
2172,Akash Patel,63.0
2173,Raj Yadav,48.0
2174,Priya Singh,54.0
2175,Sneha Yadav,92.0
2176,Nobita Yadav,41.0
2177,Raj Verma,57.0
2178,Sartak Gupta,99.0
2179,Sartak Sharma,95.0
2180,Sartak Verma,99.0
2181,Sartak Patel,79.0
2182,Vivek Sharma,94.0
2183,Karan Sharma,61.0
2184,Sahil Yadav,64.0
2185,Krishna Patel,95.0
2186,Ritika Yadav,46.0
2187,Karan Patel,78.0
2188,Raj Sharma,51.0
2189,Rohit Patel,56.0
2190,Lalit Sharma,77.0
2191,Simran Yadav,
2192,Nobita Singh,71.0
2193,Nobita Gupta,43.0
2194,Sneha Patel,90.0
2195,Akash Verma,
2196,Lalit Gupta,76.0
2197,Krishna Patel,69.0
2198,Shichan Patel,87.0
2199,Kunal Yadav,90.0
2200,Kavita Sharma,73.0
2201,Kavita Patel,42.0
2202,Sneha Yadav,80.0
2203,Ritika Yadav,78.0
2204,Simran Singh,54.0
2205,Sneha Patel,42.0
2206,Sneha Singh,44.0
2207,Ankit Gupta,92.0
2208,Anjali Yadav,94.0
2209,Vivek Gupta,42.0
2210,Nobita Verma,89.0
2211,Meena Yadav,50.0
2212,Ritika Gupta,44.0
2213,Rohit Yadav,47.0
2214,Kunal Sharma,89.0
2215,Prince Yadav,50.0
2216,Prince Yadav,47.0
2217,Rahul Patel,86.0
2218,Ankit Singh,81.0
2219,Raj Patel,99.0
2220,Aditya Sharma,52.0
2221,Krishna Gupta,91.0
2222,Meena Patel,85.0
2223,Priya Patel,53.0
2224,Raj Patel,74.0
2225,Harsh Verma,76.0
2226,Karan Sharma,96.0
2227,Meena Yadav,98.0
2228,Simran Patel,53.0
2229,Rohit Yadav,48.0
2230,Vivek Yadav,
2231,Aman Yadav,
2232,Ankit Singh,66.0
2233,Nobita Verma,61.0
2234,Anjali Yadav,46.0
2235,Aditya Sharma,90.0
2236,Kunal Sharma,62.0
2237,Aditya Verma,
2238,Akash Verma,78.0
2239,Sahil Patel,
2240,Karan Sharma,43.0
2241,Karan Verma,48.0
2242,Nobita Verma,69.0
2243,Rahul Patel,44.0
2244,Harsh Yadav,68.0
2245,Aman Sharma,61.0
2246,Sahil Verma,90.0
2247,Aditya Sharma,99.0
2248,Aman Verma,74.0
2249,Ritika Yadav,
2250,Lalit Verma,49.0
2251,Lalit Verma,
2252,Prince Singh,99.0
2253,Ankit Patel,56.0
2254,Sahil Sharma,64.0
2255,Rahul Patel,45.0
2256,Prince Gupta,98.0
2257,Aditya Singh,97.0
2258,Sneha Sharma,40.0
2259,Vivek Patel,78.0
2260,Harsh Yadav,76.0
2261,Shichan Singh,73.0
2262,Raj Verma,44.0
2263,Meena Yadav,
2264,Anjali Verma,64.0
2265,Sartak Patel,88.0
2266,Aditya Patel,78.0
2267,Vivek Yadav,80.0
2268,Karan Patel,51.0
2269,Simran Patel,95.0
2270,Vivek Yadav,42.0
2271,Krishna Patel,71.0
2272,Akash Singh,86.0
2273,Prince Patel,58.0
2274,Ritika Verma,47.0
2275,Anjali Gupta,56.0
2276,Nobita Patel,75.0
2277,Priya Verma,53.0
2278,Vivek Yadav,75.0
2279,Sneha Gupta,76.0
2280,Rohit Sharma,64.0
2281,Sneha Patel,60.0
2282,Prince Yadav,60.0
2283,Raj Gupta,94.0
2284,Meena Gupta,98.0
2285,Krishna Sharma,48.0
2286,Ritika Verma,63.0
2287,Harsh Patel,95.0
2288,Akash Singh,44.0
2289,Prince Verma,48.0
2290,Aditya Singh,62.0
2291,Rahul Sharma,78.0
2292,Karan Gupta,49.0
2293,Ritika Singh,41.0
2294,Krishna Patel,88.0
2295,Shichan Verma,43.0
2296,Akash Gupta,93.0
2297,Ritika Verma,88.0
2298,Simran Sharma,99.0
2299,Ankit Gupta,67.0
2300,Raj Patel,
2301,Aditya Patel,53.0
2302,Lalit Singh,71.0
2303,Akash Sharma,82.0
2304,Kunal Verma,49.0
2305,Krishna Yadav,99.0
2306,Aman Verma,84.0
2307,Vivek Yadav,65.0
2308,Simran Singh,87.0
2309,Raj Sharma,65.0
2310,Sartak Sharma,54.0
2311,Rohit Sharma,52.0
2312,Lalit Sharma,70.0
2313,Kavita Gupta,68.0
2314,Aman Gupta,64.0
2315,Sartak Patel,66.0
2316,Rahul Patel,76.0
2317,Prince Sharma,78.0
2318,Ankit Yadav,75.0
2319,Ankit Verma,50.0
2320,Krishna Verma,70.0
2321,Rahul Gupta,71.0
2322,Sneha Verma,64.0
2323,Nobita Yadav,
2324,Sneha Verma,40.0
2325,Vivek Yadav,96.0
2326,Raj Gupta,55.0
2327,Sartak Sharma,49.0
2328,Kunal Sharma,93.0
2329,Ritika Patel,44.0
2330,Akash Singh,98.0
2331,Karan Singh,
2332,Kunal Patel,71.0
2333,Raj Verma,58.0
2334,Kavita Singh,61.0
2335,Harsh Patel,66.0
2336,Aditya Singh,49.0
2337,Aditya Sharma,80.0
2338,Nobita Singh,63.0
2339,Akash Yadav,47.0
2340,Vivek Singh,87.0
2341,Sneha Verma,53.0
2342,Rohit Sharma,79.0
2343,Harsh Patel,
2344,Meena Patel,
2345,Aman Singh,40.0
2346,Rohit Singh,94.0
2347,Kunal Singh,42.0
2348,Rohit Patel,98.0
2349,Raj Patel,64.0
2350,Harsh Patel,
2351,Harsh Gupta,73.0
2352,Kunal Gupta,67.0
2353,Rohit Gupta,61.0
2354,Kunal Sharma,70.0
2355,Aditya Gupta,97.0
2356,Nobita Verma,61.0
2357,Sartak Gupta,60.0
2358,Ritika Verma,46.0
2359,Sneha Patel,91.0
2360,Karan Yadav,85.0
2361,Aditya Singh,54.0
2362,Harsh Patel,84.0
2363,Karan Singh,80.0
2364,Aman Singh,76.0
2365,Akash Patel,63.0
2366,Lalit Singh,84.0
2367,Kavita Patel,53.0
2368,Aditya Sharma,57.0
2369,Sahil Singh,46.0
2370,Sahil Verma,49.0
2371,Kunal Singh,91.0
2372,Shichan Yadav,85.0
2373,Vivek Singh,92.0
2374,Raj Verma,59.0
2375,Harsh Yadav,45.0
2376,Priya Singh,52.0
2377,Shichan Yadav,47.0
2378,Aditya Verma,85.0
2379,Sartak Verma,56.0
2380,Karan Verma,76.0
2381,Sartak Sharma,53.0
2382,Shichan Gupta,57.0
2383,Harsh Gupta,85.0
2384,Krishna Sharma,87.0
2385,Krishna Patel,84.0
2386,Prince Verma,80.0
2387,Rohit Verma,46.0
2388,Meena Singh,93.0
2389,Anjali Patel,62.0
2390,Vivek Verma,91.0
2391,Rohit Verma,68.0
2392,Anjali Sharma,87.0
2393,Aman Singh,66.0
2394,Kunal Gupta,50.0
2395,Aman Sharma,55.0
2396,Nobita Yadav,78.0
2397,Vivek Yadav,42.0
2398,Aditya Singh,
2399,Lalit Sharma,65.0
2400,Aditya Yadav,95.0
2401,Harsh Singh,62.0
2402,Sneha Sharma,86.0
2403,Harsh Gupta,96.0
2404,Harsh Gupta,51.0
2405,Priya Patel,85.0
2406,Sneha Yadav,72.0
2407,Meena Patel,49.0
2408,Karan Verma,72.0
2409,Karan Yadav,53.0
2410,Raj Patel,58.0
2411,Sartak Patel,
2412,Sneha Sharma,95.0
2413,Kunal Gupta,66.0
2414,Anjali Verma,77.0
2415,Ankit Yadav,82.0
2416,Meena Singh,49.0
2417,Lalit Singh,85.0
2418,Shichan Gupta,89.0
2419,Simran Verma,56.0
2420,Rahul Verma,41.0
2421,Rahul Verma,51.0
2422,Meena Sharma,59.0
2423,Sahil Singh,69.0
2424,Meena Verma,87.0
2425,Harsh Singh,55.0
2426,Shichan Yadav,50.0
2427,Raj Verma,63.0
2428,Shichan Verma,90.0
2429,Akash Patel,63.0
2430,Rohit Patel,66.0
2431,Sartak Gupta,75.0
2432,Sneha Yadav,95.0
2433,Sahil Gupta,92.0
2434,Akash Yadav,87.0
2435,Akash Singh,87.0
2436,Rohit Patel,
2437,Ankit Yadav,74.0
2438,Rahul Singh,49.0
2439,Kavita Gupta,47.0
2440,Prince Verma,79.0
2441,Aditya Yadav,79.0
2442,Rohit Patel,89.0
2443,Shichan Verma,90.0
2444,Kavita Gupta,74.0
2445,Priya Yadav,78.0
2446,Aditya Verma,100.0
2447,Priya Singh,85.0
2448,Rahul Sharma,84.0
2449,Akash Sharma,46.0
2450,Kavita Verma,74.0
2451,Krishna Singh,92.0
2452,Priya Sharma,73.0
2453,Simran Sharma,
2454,Ankit Patel,81.0
2455,Aditya Gupta,89.0
2456,Raj Sharma,70.0
2457,Raj Singh,89.0
2458,Kunal Sharma,43.0
2459,Harsh Verma,
2460,Vivek Yadav,82.0
2461,Harsh Singh,97.0
2462,Raj Gupta,
2463,Akash Yadav,53.0
2464,Sahil Patel,98.0
2465,Prince Gupta,79.0
2466,Ritika Yadav,
2467,Anjali Verma,88.0
2468,Lalit Singh,63.0
2469,Aman Singh,69.0
2470,Sahil Verma,86.0
2471,Meena Sharma,67.0
2472,Akash Gupta,79.0
2473,Nobita Gupta,93.0
2474,Krishna Yadav,49.0
2475,Sahil Patel,81.0
2476,Rohit Verma,65.0
2477,Harsh Verma,62.0
2478,Kavita Singh,89.0
2479,Anjali Singh,87.0
2480,Ritika Gupta,53.0
2481,Aman Gupta,62.0
2482,Harsh Verma,100.0
2483,Akash Gupta,85.0
2484,Sartak Yadav,77.0
2485,Lalit Singh,
2486,Ritika Gupta,50.0
2487,Lalit Verma,58.0
2488,Rohit Yadav,81.0
2489,Ritika Singh,49.0
2490,Sneha Sharma,60.0
2491,Kavita Verma,80.0
2492,Sahil Patel,44.0
2493,Akash Verma,98.0
2494,Aman Sharma,84.0
2495,Simran Gupta,55.0
2496,Ankit Gupta,88.0
2497,Ankit Patel,96.0
2498,Simran Patel,73.0
2499,Shichan Sharma,63.0
2500,Kunal Gupta,54.0
2501,Meena Sharma,58.0
2502,Priya Patel,91.0
2503,Karan Sharma,54.0
2504,Aditya Gupta,100.0
2505,Aditya Gupta,86.0
2506,Shichan Singh,78.0
2507,Karan Yadav,99.0
2508,Sahil Patel,100.0
2509,Kavita Gupta,85.0
2510,Kavita Yadav,56.0
2511,Nobita Verma,40.0
2512,Sneha Patel,50.0
2513,Ankit Yadav,70.0
2514,Sahil Patel,54.0
2515,Harsh Singh,50.0
2516,Sneha Sharma,61.0
2517,Nobita Singh,52.0
2518,Meena Verma,96.0
2519,Sneha Gupta,97.0
2520,Ritika Singh,62.0
2521,Prince Verma,58.0
2522,Meena Patel,47.0
2523,Akash Sharma,77.0
2524,Sneha Verma,72.0
2525,Aman Verma,99.0
2526,Akash Patel,79.0
2527,Krishna Gupta,72.0
2528,Vivek Singh,47.0
2529,Kavita Singh,96.0
2530,Sahil Gupta,44.0
2531,Ritika Verma,97.0
2532,Vivek Gupta,68.0
2533,Rahul Yadav,75.0
2534,Prince Verma,69.0
2535,Shichan Patel,72.0
2536,Anjali Singh,49.0
2537,Rohit Sharma,57.0
2538,Karan Patel,55.0
2539,Krishna Verma,93.0
2540,Akash Gupta,56.0
2541,Ankit Singh,49.0
2542,Sartak Verma,58.0
2543,Kunal Singh,76.0
2544,Kavita Verma,68.0
2545,Raj Verma,48.0
2546,Aditya Patel,80.0
2547,Simran Verma,74.0
2548,Aman Yadav,81.0
2549,Vivek Gupta,63.0
2550,Ankit Sharma,78.0
2551,Kunal Gupta,61.0
2552,Ankit Gupta,62.0
2553,Prince Singh,81.0
2554,Akash Singh,54.0
2555,Kunal Verma,57.0
2556,Ritika Yadav,46.0
2557,Ankit Gupta,94.0
2558,Krishna Yadav,54.0
2559,Ritika Gupta,78.0
2560,Meena Yadav,67.0
2561,Anjali Verma,65.0
2562,Rohit Gupta,
2563,Aman Verma,78.0
2564,Rohit Patel,75.0
2565,Kavita Verma,73.0
2566,Lalit Singh,
2567,Aman Gupta,42.0
2568,Harsh Patel,81.0
2569,Akash Verma,82.0
2570,Meena Gupta,48.0
2571,Ankit Yadav,74.0
2572,Harsh Verma,75.0
2573,Sartak Verma,83.0
2574,Lalit Sharma,55.0
2575,Nobita Yadav,67.0
2576,Kunal Patel,40.0
2577,Priya Gupta,74.0
2578,Ritika Verma,52.0
2579,Akash Gupta,88.0
2580,Vivek Patel,77.0
2581,Krishna Singh,70.0
2582,Nobita Verma,42.0
2583,Anjali Gupta,90.0
2584,Rohit Sharma,100.0
2585,Prince Verma,48.0
2586,Aman Verma,43.0
2587,Rohit Patel,62.0
2588,Anjali Patel,89.0
2589,Sneha Sharma,67.0
2590,Ankit Singh,84.0
2591,Lalit Gupta,
2592,Vivek Verma,
2593,Meena Gupta,62.0
2594,Karan Verma,64.0
2595,Akash Yadav,63.0
2596,Lalit Patel,58.0
2597,Anjali Sharma,42.0
2598,Aditya Gupta,99.0
2599,Aditya Patel,67.0
2600,Simran Yadav,77.0
2601,Shichan Gupta,61.0
2602,Rohit Singh,89.0
2603,Krishna Gupta,
2604,Karan Verma,96.0
2605,Simran Gupta,69.0
2606,Lalit Patel,50.0
2607,Rohit Yadav,40.0
2608,Rahul Singh,48.0
2609,Kavita Yadav,51.0
2610,Kunal Patel,86.0
2611,Ankit Patel,48.0
2612,Kavita Verma,52.0
2613,Lalit Singh,50.0
2614,Sahil Yadav,75.0
2615,Kavita Sharma,87.0
2616,Krishna Singh,83.0
2617,Anjali Verma,45.0
2618,Anjali Sharma,97.0
2619,Prince Yadav,61.0
2620,Priya Patel,46.0
2621,Ritika Yadav,94.0
2622,Karan Verma,57.0
2623,Ritika Patel,84.0
2624,Ritika Singh,74.0
2625,Anjali Singh,81.0
2626,Lalit Gupta,74.0
2627,Shichan Verma,89.0
2628,Karan Singh,93.0
2629,Ankit Patel,57.0
2630,Rahul Patel,65.0
2631,Meena Singh,88.0
2632,Priya Sharma,79.0
2633,Shichan Singh,67.0
2634,Lalit Gupta,55.0
2635,Sartak Singh,98.0
2636,Priya Yadav,66.0
2637,Sahil Singh,94.0
2638,Ritika Verma,63.0
2639,Sneha Gupta,77.0
2640,Rohit Gupta,73.0
2641,Sneha Gupta,87.0
2642,Karan Sharma,53.0
2643,Ritika Sharma,
2644,Aditya Patel,77.0
2645,Simran Sharma,63.0
2646,Vivek Yadav,53.0
2647,Akash Yadav,74.0
2648,Nobita Patel,80.0
2649,Krishna Gupta,76.0
2650,Meena Yadav,40.0
2651,Nobita Verma,79.0
2652,Karan Sharma,77.0
2653,Raj Sharma,95.0
2654,Kavita Sharma,93.0
2655,Meena Sharma,86.0
2656,Rahul Sharma,49.0
2657,Meena Yadav,72.0
2658,Sneha Patel,54.0
2659,Ritika Singh,41.0
2660,Rahul Patel,83.0
2661,Priya Verma,89.0
2662,Rahul Patel,93.0
2663,Sartak Sharma,43.0
2664,Vivek Gupta,80.0
2665,Nobita Gupta,85.0
2666,Rohit Yadav,56.0
2667,Ankit Patel,65.0
2668,Priya Sharma,72.0
2669,Priya Verma,52.0
2670,Ankit Verma,69.0
2671,Lalit Verma,100.0
2672,Vivek Sharma,53.0
2673,Kavita Verma,57.0
2674,Karan Sharma,45.0
2675,Lalit Yadav,53.0
2676,Akash Singh,54.0
2677,Ritika Verma,48.0
2678,Ritika Verma,88.0
2679,Rohit Verma,54.0
2680,Shichan Gupta,95.0
2681,Vivek Gupta,80.0
2682,Raj Gupta,48.0
2683,Rohit Sharma,90.0
2684,Simran Sharma,46.0
2685,Nobita Yadav,52.0
2686,Meena Sharma,78.0
2687,Ankit Patel,84.0
2688,Rahul Sharma,60.0
2689,Ankit Gupta,47.0
2690,Karan Gupta,92.0
2691,Rahul Gupta,98.0
2692,Vivek Sharma,
2693,Priya Yadav,75.0
2694,Karan Yadav,84.0
2695,Aman Gupta,70.0
2696,Rahul Verma,73.0
2697,Ankit Patel,72.0
2698,Karan Yadav,53.0
2699,Aman Patel,84.0
2700,Aman Verma,64.0
2701,Sahil Gupta,66.0
2702,Raj Verma,71.0
2703,Ritika Sharma,92.0
2704,Nobita Yadav,57.0
2705,Meena Sharma,50.0
2706,Akash Patel,
2707,Harsh Verma,79.0
2708,Aditya Singh,90.0
2709,Kavita Singh,64.0
2710,Shichan Sharma,49.0
2711,Prince Verma,93.0
2712,Sahil Sharma,89.0
2713,Harsh Verma,
2714,Akash Gupta,69.0
2715,Simran Yadav,65.0
2716,Rahul Singh,85.0
2717,Vivek Sharma,51.0
2718,Rahul Yadav,89.0
2719,Priya Verma,
2720,Priya Singh,66.0
2721,Akash Sharma,78.0
2722,Meena Singh,80.0
2723,Akash Sharma,66.0
2724,Priya Singh,60.0
2725,Kunal Yadav,82.0
2726,Aman Gupta,
2727,Aman Yadav,40.0
2728,Harsh Yadav,58.0
2729,Sartak Gupta,51.0
2730,Ritika Gupta,42.0
2731,Sahil Sharma,89.0
2732,Harsh Sharma,92.0
2733,Nobita Singh,79.0
2734,Kunal Verma,76.0
2735,Harsh Sharma,55.0
2736,Vivek Verma,60.0
2737,Sahil Yadav,85.0
2738,Priya Gupta,96.0
2739,Meena Gupta,68.0
2740,Rahul Yadav,41.0
2741,Meena Sharma,60.0
2742,Aditya Singh,100.0
2743,Krishna Verma,58.0
2744,Vivek Sharma,76.0
2745,Anjali Gupta,69.0
2746,Prince Singh,95.0
2747,Sartak Singh,43.0
2748,Harsh Singh,59.0
2749,Nobita Singh,84.0
2750,Aditya Patel,59.0
2751,Harsh Yadav,95.0
2752,Shichan Singh,70.0
2753,Kavita Sharma,90.0
2754,Priya Patel,
2755,Kunal Gupta,78.0
2756,Prince Yadav,82.0
2757,Kavita Sharma,72.0
2758,Rohit Gupta,65.0
2759,Kunal Sharma,
2760,Raj Gupta,65.0
2761,Rahul Gupta,100.0
2762,Sartak Singh,96.0
2763,Aman Verma,
2764,Ritika Sharma,50.0
2765,Rohit Patel,83.0
2766,Raj Yadav,
2767,Sahil Patel,86.0
2768,Vivek Singh,
2769,Krishna Gupta,57.0
2770,Rahul Verma,50.0
2771,Karan Singh,50.0
2772,Krishna Patel,72.0
2773,Karan Sharma,94.0
2774,Nobita Sharma,57.0
2775,Ritika Yadav,95.0
2776,Raj Singh,42.0
2777,Karan Verma,84.0
2778,Anjali Patel,74.0
2779,Kunal Gupta,52.0
2780,Raj Singh,100.0
2781,Meena Singh,73.0
2782,Lalit Singh,43.0
2783,Sahil Sharma,76.0
2784,Vivek Patel,49.0
2785,Karan Verma,
2786,Ankit Singh,40.0
2787,Aditya Patel,90.0
2788,Ritika Verma,86.0
2789,Rohit Verma,50.0
2790,Sartak Gupta,47.0
2791,Rahul Patel,95.0
2792,Simran Yadav,60.0
2793,Ankit Patel,77.0
2794,Harsh Yadav,70.0
2795,Simran Patel,83.0
2796,Sahil Yadav,88.0
2797,Prince Singh,94.0
2798,Nobita Yadav,90.0
2799,Akash Singh,75.0
2800,Kavita Yadav,55.0
2801,Simran Patel,62.0
2802,Rahul Verma,75.0
2803,Kavita Gupta,56.0
2804,Krishna Patel,100.0
2805,Simran Yadav,50.0
2806,Anjali Yadav,
2807,Shichan Patel,93.0
2808,Sneha Singh,47.0
2809,Priya Singh,86.0
2810,Sneha Yadav,49.0
2811,Ritika Sharma,67.0
2812,Kavita Gupta,60.0
2813,Simran Gupta,91.0
2814,Ritika Singh,77.0
2815,Simran Sharma,72.0
2816,Raj Yadav,75.0
2817,Karan Sharma,79.0
2818,Kavita Patel,
2819,Sahil Verma,61.0
2820,Sahil Singh,
2821,Simran Gupta,53.0
2822,Aditya Patel,48.0
2823,Priya Verma,96.0
2824,Sahil Gupta,64.0
2825,Aditya Gupta,43.0
2826,Karan Yadav,47.0
2827,Lalit Gupta,
2828,Akash Singh,45.0
2829,Shichan Singh,99.0
2830,Sneha Yadav,40.0
2831,Shichan Sharma,91.0
2832,Shichan Verma,86.0
2833,Anjali Verma,66.0
2834,Prince Yadav,59.0
2835,Raj Sharma,54.0
2836,Ankit Gupta,94.0
2837,Kunal Verma,58.0
2838,Sartak Sharma,84.0
2839,Kunal Verma,71.0
2840,Ankit Gupta,62.0
2841,Aman Verma,46.0
2842,Simran Verma,86.0
2843,Sneha Singh,
2844,Harsh Sharma,56.0
2845,Simran Patel,85.0
2846,Karan Sharma,59.0
2847,Prince Sharma,86.0
2848,Kavita Singh,91.0
2849,Shichan Verma,42.0
2850,Aman Patel,77.0
2851,Sneha Sharma,68.0
2852,Prince Singh,100.0
2853,Aditya Yadav,81.0
2854,Ritika Patel,68.0
2855,Kunal Yadav,45.0
2856,Ankit Patel,55.0
2857,Kunal Sharma,80.0
2858,Sahil Sharma,86.0
2859,Harsh Yadav,45.0
2860,Anjali Yadav,62.0
2861,Nobita Yadav,68.0
2862,Vivek Gupta,54.0
2863,Priya Patel,42.0
2864,Rohit Singh,65.0
2865,Raj Verma,81.0
2866,Rohit Yadav,64.0
2867,Meena Singh,79.0
2868,Akash Yadav,40.0
2869,Anjali Sharma,46.0
2870,Prince Yadav,93.0
2871,Ritika Gupta,90.0
2872,Aman Sharma,83.0
